"Time","Hour","Hour_num","Temp_Air","Temp_Water","light_intensity","Tide_Status","Temp","tide_ID","Profile"
2024-07-12 11:00:00,"11:00",11,21.9045991445717,17,97.4325606859028,"Low_Tide",21.9045991445717,1,"1720782000-21900970"
2024-07-12 11:06:00,"11:06",11.001,21.9582547730368,17,98.8103316317447,"Low_Tide",21.9582547730368,1,"1720782360-22000990"
2024-07-12 11:12:00,"11:12",11.002,22.010910986522,17,100,"Low_Tide",22.010910986522,1,"1720782720-22001000"
2024-07-12 11:18:00,"11:18",11.003,22.0625316970887,17,100,"Low_Tide",22.0625316970887,1,"1720783080-22101000"
2024-07-12 11:24:00,"11:24",11.004,22.1130815264805,17,100,"Low_Tide",22.1130815264805,1,"1720783440-22101000"
2024-07-12 11:30:00,"11:30",11.005,22.1625258303692,17,100,"Low_Tide",22.1625258303692,1,"1720783800-22201000"
2024-07-12 11:36:00,"11:36",11.006,22.2108307220988,17,100,"Low_Tide",22.2108307220988,1,"1720784160-22201000"
2024-07-12 11:42:00,"11:42",11.007,22.2579630959093,17,100,"Low_Tide",22.2579630959093,1,"1720784520-22301000"
2024-07-12 11:48:00,"11:48",11.008,22.3038906496261,17,100,"Low_Tide",22.3038906496261,1,"1720784880-22301000"
2024-07-12 11:54:00,"11:54",11.009,22.3485819067981,17,100,"Low_Tide",22.3485819067981,1,"1720785240-22301000"
2024-07-12 12:00:00,"12:00",12,22.3920062382698,17,100,"Low_Tide",22.3920062382698,1,"1720785600-22401000"
2024-07-12 12:06:00,"12:06",12.001,22.4341338831737,17,100,"Low_Tide",22.4341338831737,1,"1720785960-22401000"
2024-07-12 12:12:00,"12:12",12.002,22.4749359693261,17,100,"Low_Tide",22.4749359693261,1,"1720786320-22501000"
2024-07-12 12:18:00,"12:18",12.003,22.5143845330155,17,100,"Low_Tide",22.5143845330155,1,"1720786680-22501000"
2024-07-12 12:24:00,"12:24",12.004,22.5524525381666,17,100,"Low_Tide",22.5524525381666,1,"1720787040-22601000"
2024-07-12 12:30:00,"12:30",12.005,22.5891138948704,17,100,"Low_Tide",22.5891138948704,1,"1720787400-22601000"
2024-07-12 12:36:00,"12:36",12.006,22.6243434772643,17,100,"Low_Tide",22.6243434772643,1,"1720787760-22601000"
2024-07-12 12:42:00,"12:42",12.007,22.6581171407521,17,100,"Low_Tide",22.6581171407521,1,"1720788120-22701000"
2024-07-12 12:48:00,"12:48",12.008,22.690411738552,17,100,"Low_Tide",22.690411738552,1,"1720788480-22701000"
2024-07-12 12:54:00,"12:54",12.009,22.7212051375598,17,100,"Low_Tide",22.7212051375598,1,"1720788840-22701000"
2024-07-12 13:00:00,"13:00",13,22.750476233518,17,100,"Low_Tide",22.750476233518,1,"1720789200-22801000"
2024-07-12 13:06:00,"13:06",13.001,22.7782049654796,17,100,"Low_Tide",22.7782049654796,1,"1720789560-22801000"
2024-07-12 13:12:00,"13:12",13.002,22.8043723295567,17,100,"Low_Tide",22.8043723295567,1,"1720789920-22801000"
2024-07-12 13:18:00,"13:18",13.003,22.828960391945,17,100,"Low_Tide",22.828960391945,1,"1720790280-22801000"
2024-07-12 13:24:00,"13:24",13.004,22.851952301215,17,100,"Low_Tide",22.851952301215,1,"1720790640-22901000"
2024-07-12 13:30:00,"13:30",13.005,22.8733322998602,17,100,"Low_Tide",22.8733322998602,1,"1720791000-22901000"
2024-07-12 13:36:00,"13:36",13.006,22.8930857350978,17,100,"Low_Tide",22.8930857350978,1,"1720791360-22901000"
2024-07-12 13:42:00,"13:42",13.007,22.9111990689098,17,100,"Low_Tide",22.9111990689098,1,"1720791720-22901000"
2024-07-12 13:48:00,"13:48",13.008,22.9276598873221,17,100,"Low_Tide",22.9276598873221,1,"1720792080-22901000"
2024-07-12 13:54:00,"13:54",13.009,22.9424569089119,17,100,"Low_Tide",22.9424569089119,1,"1720792440-22901000"
2024-07-12 14:00:00,"14:00",14,22.9555799925398,17,100,"Low_Tide",22.9555799925398,1,"1720792800-23001000"
2024-07-12 14:06:00,"14:06",14.001,22.9670201442998,17,100,"Low_Tide",22.9670201442998,1,"1720793160-23001000"
2024-07-12 14:12:00,"14:12",14.002,22.9767695236832,17,100,"Low_Tide",22.9767695236832,1,"1720793520-23001000"
2024-07-12 14:18:00,"14:18",14.003,22.9848214489526,17,100,"Low_Tide",22.9848214489526,1,"1720793880-23001000"
2024-07-12 14:24:00,"14:24",14.004,22.9911704017204,17,100,"Low_Tide",22.9911704017204,1,"1720794240-23001000"
2024-07-12 14:30:00,"14:30",14.005,22.9958120307316,17,100,"Low_Tide",22.9958120307316,1,"1720794600-23001000"
2024-07-12 14:36:00,"14:36",14.006,22.9987431548456,17,100,"Low_Tide",22.9987431548456,1,"1720794960-23001000"
2024-07-12 14:42:00,"14:42",14.007,22.9999617652162,17,100,"Low_Tide",22.9999617652162,1,"1720795320-23001000"
2024-07-12 14:48:00,"14:48",14.008,22.9994670266688,17,100,"Low_Tide",22.9994670266688,1,"1720795680-23001000"
2024-07-12 14:54:00,"14:54",14.009,22.9972592782725,17,100,"Low_Tide",22.9972592782725,1,"1720796040-23001000"
2024-07-12 15:00:00,"15:00",15,22.9933400331078,17,100,"Low_Tide",22.9933400331078,1,"1720796400-23001000"
2024-07-12 15:06:00,"15:06",15.001,22.9877119772295,17,100,"Low_Tide",22.9877119772295,1,"1720796760-23001000"
2024-07-12 15:12:00,"15:12",15.002,22.980378967826,17,100,"Low_Tide",22.980378967826,1,"1720797120-23001000"
2024-07-12 15:18:00,"15:18",15.003,22.9713460305756,17,100,"Low_Tide",22.9713460305756,1,"1720797480-23001000"
2024-07-12 15:24:00,"15:24",15.004,22.9606193562024,17,100,"Low_Tide",22.9606193562024,1,"1720797840-23001000"
2024-07-12 15:30:00,"15:30",15.005,22.9482062962331,17,100,"Low_Tide",22.9482062962331,1,"1720798200-22901000"
2024-07-12 15:36:00,"15:36",15.006,22.934115357959,17,100,"Low_Tide",22.934115357959,1,"1720798560-22901000"
2024-07-12 15:42:00,"15:42",15.007,22.9183561986053,17,100,"Low_Tide",22.9183561986053,1,"1720798920-22901000"
2024-07-12 15:48:00,"15:48",15.008,22.9009396187127,17,100,"Low_Tide",22.9009396187127,1,"1720799280-22901000"
2024-07-12 15:54:00,"15:54",15.009,22.881877554735,17,100,"Low_Tide",22.881877554735,1,"1720799640-22901000"
2024-07-12 16:00:00,"16:00",16,22.8611830708587,17,100,"Low_Tide",22.8611830708587,1,"1720800000-22901000"
2024-07-12 16:06:00,"16:06",16.001,22.8388703500495,17,100,"Low_Tide",22.8388703500495,1,"1720800360-22801000"
2024-07-12 16:12:00,"16:12",16.002,22.8149546843314,17,100,"Low_Tide",22.8149546843314,1,"1720800720-22801000"
2024-07-12 16:18:00,"16:18",16.003,22.7894524643073,17,100,"Low_Tide",22.7894524643073,1,"1720801080-22801000"
2024-07-12 16:24:00,"16:24",16.004,22.7623811679249,17,100,"Low_Tide",22.7623811679249,1,"1720801440-22801000"
2024-07-12 16:30:00,"16:30",16.005,22.7337593484984,17,100,"Low_Tide",22.7337593484984,1,"1720801800-22701000"
2024-07-12 16:36:00,"16:36",16.006,22.7036066219932,17,100,"Low_Tide",22.7036066219932,1,"1720802160-22701000"
2024-07-12 16:42:00,"16:42",16.007,22.671943653582,17,100,"Low_Tide",22.671943653582,1,"1720802520-22701000"
2024-07-12 16:48:00,"16:48",16.008,22.6387921434815,17,100,"Low_Tide",22.6387921434815,1,"1720802880-22601000"
